founder_uuid,success,industry,ipos,acquisitions,educations_json,jobs_json,anonymised_prose
9c2da82a-2d70-4583-a7b4-cb772663ae12,0,Internet Media & Publishing,[],"[{'price_usd': 'Undisclosed', 'acquired_by_well_known': False}, {'price_usd': 'Undisclosed', 'acquired_by_well_known': False}]","[
  {
    ""degree"": ""Bachelor"",
    ""field"": ""Theatre"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Co-Founder, CEO"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""President"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Co-Founder, CEO"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Media Strategy)"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Marketing, Advertising & Events"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Marketing Manager"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Aerospace, Defense & Ship/Space"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Web Marketing Manager"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Internet Media & Publishing industry.
Education:
* Bachelor in Theatre (Institution QS rank 200+)

Professional experience:
* Co-Founder, CEO for <2 years in the `Technology, Information & Internet Platforms` industry (2-10 employees)
* President for <2 years in the `Technology, Information & Internet Platforms` industry (11-50 employees)
* Co-Founder, CEO for 2-3 years in the `Technology, Information & Internet Platforms` industry (2-10 employees)
* Founder for <2 years
* Director (Media Strategy) for 4-5 years in the `Marketing, Advertising & Events` industry (51-200 employees)
* Marketing Manager for <2 years in the `Aerospace, Defense & Ship/Space` industry (10001+ employees)
* Web Marketing Manager for 2-3 years in the `IT Services & Digital Solutions` industry (201-500 employees)

 They have overseen 2 acquisitions as a founder: one Undisclosed in value and one Undisclosed in value."
5bdae040-47cc-408e-bc76-3eb1f680669f,0,Industrial & Agricultural Machinery Manufacturing,,,"[
  {
    ""degree"": ""Master"",
    ""field"": ""Mechanical Engineering"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BME"",
    ""field"": ""Mechanical Engineering"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Simulation Technician"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Program Specialist"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Academic Assistant"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Higher Education & Research"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Industrial & Agricultural Machinery Manufacturing industry.
Education:
* Master in Mechanical Engineering (Institution QS rank 200+)
* BME in Mechanical Engineering (Institution QS rank 200+)

Professional experience:
* Simulation Technician for <2 years in the `Higher Education & Research` industry (1001-5000 employees)
* Program Specialist for 2-3 years
* Academic Assistant for 2-3 years in the `Higher Education & Research` industry (1001-5000 employees)
"
a1d53904-a8e2-4e69-b922-e242d821884c,0,Financial Services,,,,"[
  {
    ""role"": ""Strategic Advisor"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Aerospace, Defense & Ship/Space"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""President"",
    ""company_size"": """",
    ""industry"": ""Financial Services"",
    ""duration"": "">9""
  },
  {
    ""role"": ""CEO"",
    ""company_size"": """",
    ""industry"": ""Financial Services"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Founder, CEO"",
    ""company_size"": """",
    ""industry"": ""Financial Services"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Financial Services Professional, Manager"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""Financial Services"",
    ""duration"": ""6-9""
  }
]","This founder leads a startup in the Financial Services industry.
Professional experience:
* Strategic Advisor for <2 years in the `Aerospace, Defense & Ship/Space` industry (51-200 employees)
* President for >9 years in the `Financial Services` industry
* CEO for 6-9 years in the `Financial Services` industry
* Founder, CEO for 2-3 years in the `Financial Services` industry
* Financial Services Professional, Manager for 6-9 years in the `Financial Services` industry (5001-10000 employees)
"
5d6f044a-b78a-4a47-96d9-1111b18579a6,0,Software Development,,,"[
  {
    ""degree"": ""MBA"",
    ""field"": ""Entrepreneurship and General Management"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""MBA"",
    ""field"": """",
    ""qs_ranking"": ""26""
  },
  {
    ""degree"": ""BS"",
    ""field"": ""Transportation Design"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Head of Creative & Product (Digital Content Services)"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Entertainment & Live Arts"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Art Director"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Entertainment & Live Arts"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Concept Designer"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Entertainment & Live Arts"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Artist"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Entertainment & Live Arts"",
    ""duration"": ""4-5""
  }
]","This founder leads a startup in the Software Development industry.
Education:
* MBA in Entrepreneurship and General Management (Institution QS rank 200+)
* MBA (Institution QS rank 26)
* BS in Transportation Design (Institution QS rank 200+)

Professional experience:
* Head of Creative & Product (Digital Content Services) for <2 years in the `Entertainment & Live Arts` industry (10001+ employees)
* Art Director for 2-3 years in the `Entertainment & Live Arts` industry (10001+ employees)
* Concept Designer for 4-5 years in the `Entertainment & Live Arts` industry (10001+ employees)
* Artist for 4-5 years in the `Entertainment & Live Arts` industry (10001+ employees)
"
c64ab2f1-23d3-4ba2-9093-d996a9f93c2f,0,IT Services & Digital Solutions,,,"[
  {
    ""degree"": ""BS"",
    ""field"": ""Civil Engineering and Construction Management"",
    ""qs_ranking"": ""79""
  }
]","[
  {
    ""role"": ""Co-Founder, COO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Assistant Project Manager"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Building Materials, Construction & Architecture"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Assistant Project Manager"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Field Coordinator"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the IT Services & Digital Solutions industry.
Education:
* BS in Civil Engineering and Construction Management (Institution QS rank 79)

Professional experience:
* Co-Founder, COO for <2 years
* Assistant Project Manager for 2-3 years in the `Building Materials, Construction & Architecture` industry (201-500 employees)
* Assistant Project Manager for <2 years
* Field Coordinator for <2 years
"
78f8b185-4ae5-4281-a0e6-a13805554410,0,Financial Services,,,"[
  {
    ""degree"": ""MBA"",
    ""field"": ""Finance and Economics and Entrepreneurship and Strategic Management"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""Bachelor"",
    ""field"": ""Accounting and Finance"",
    ""qs_ranking"": ""102""
  }
]","[
  {
    ""role"": ""Senior Associate"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Financial Services"",
    ""duration"": ""4-5""
  }
]","This founder leads a startup in the Financial Services industry.
Education:
* MBA in Finance and Economics and Entrepreneurship and Strategic Management (Institution QS rank 200+)
* Bachelor in Accounting and Finance (Institution QS rank 102)

Professional experience:
* Senior Associate for 4-5 years in the `Financial Services` industry (1001-5000 employees)
"
0fecfd24-f959-4cc8-8a24-0cbb071478aa,0,Software Development,,,"[
  {
    ""degree"": ""Master"",
    ""field"": ""Applied Mathematics and Computer Science"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Co-Founder, Principal"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Product Development Manager, Lead Architect"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Software Development & IT Consulting Manager"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""AVP, Head of Application Systems Department"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""6-9""
  }
]","This founder leads a startup in the Software Development industry.
Education:
* Master in Applied Mathematics and Computer Science (Institution QS rank 200+)

Professional experience:
* Co-Founder, Principal for 6-9 years
* Product Development Manager, Lead Architect for <2 years
* Software Development & IT Consulting Manager for 2-3 years in the `IT Services & Digital Solutions` industry (51-200 employees)
* AVP, Head of Application Systems Department for 6-9 years
"
a9cd9672-1140-4613-a16a-ef2e78d5328c,0,Human Resources & Talent Services,[],[],"[
  {
    ""degree"": ""BBA"",
    ""field"": ""Accounting"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""VP (Commercial Banking, Technology, Media & Telecom)"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Financial Services"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Human Resources & Talent Services industry.
Education:
* BBA in Accounting (Institution QS rank 200+)

Professional experience:
* VP (Commercial Banking, Technology, Media & Telecom) for <2 years in the `Financial Services` industry (10001+ employees)
"
5aba1b18-a173-4e6e-8400-eb5c1a95f0d7,0,"Marketing, Advertising & Events",,,"[
  {
    ""degree"": ""BS"",
    ""field"": ""Business Administration and Marketing"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Owner"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Sales"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""E-Commerce Marketing Manager"",
    ""company_size"": ""5001-10000 employees"",
    ""industry"": ""Networking & Cybersecurity Products"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Marketing, Advertising & Events industry.
Education:
* BS in Business Administration and Marketing (Institution QS rank 200+)

Professional experience:
* Owner for 4-5 years
* Sales for 2-3 years in the `IT Services & Digital Solutions` industry (10001+ employees)
* E-Commerce Marketing Manager for 2-3 years in the `Networking & Cybersecurity Products` industry (5001-10000 employees)
"
d0583be8-bd62-4218-843f-c17b62170ef6,0,"Technology, Information & Internet Platforms",[],[],"[
  {
    ""degree"": ""BS"",
    ""field"": ""Business Administration and Management"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": """",
    ""field"": """",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""JD"",
    ""field"": ""Law"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Co-Founder"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""General Retail & Consumer Goods"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""CEO"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Research Services & Market Analysis"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""EVP (Global Innovation Center)"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Research Services & Market Analysis"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Founder, CEO"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Research Services & Market Analysis"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Managing Partner"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Marketing, Advertising & Events"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Founder, CEO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""SVP (Business Development)"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Entertainment & Live Arts"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""VP (A&R & Multimedia)"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Entertainment & Live Arts"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Agent"",
    ""company_size"": ""501-1000 employees"",
    ""industry"": ""Entertainment & Live Arts"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Technology, Information & Internet Platforms industry.
Education:
* BS in Business Administration and Management (Institution QS rank 200+)
* (Institution QS rank 200+)
* JD in Law (Institution QS rank 200+)

Professional experience:
* Co-Founder for <2 years in the `General Retail & Consumer Goods` industry (2-10 employees)
* CEO for 2-3 years in the `Research Services & Market Analysis` industry (10001+ employees)
* EVP (Global Innovation Center) for 4-5 years in the `Research Services & Market Analysis` industry (10001+ employees)
* Founder, CEO for 4-5 years in the `Research Services & Market Analysis` industry (51-200 employees)
* Managing Partner for 2-3 years in the `Marketing, Advertising & Events` industry (11-50 employees)
* Founder, CEO for 2-3 years
* SVP (Business Development) for <2 years in the `Entertainment & Live Arts` industry (201-500 employees)
* VP (A&R & Multimedia) for <2 years in the `Entertainment & Live Arts` industry (201-500 employees)
* Agent for <2 years in the `Entertainment & Live Arts` industry (501-1000 employees)
"
2b105808-83f9-44b7-ba7b-681eb6ab77ba,0,Financial Services,,,"[
  {
    ""degree"": ""BS"",
    ""field"": ""Finance and Entrepreneurship"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Consultant"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Management, Strategy & Professional Services"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Chief Research Officer"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": ""Financial Services"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Associate Consultant"",
    ""company_size"": """",
    ""industry"": ""Management, Strategy & Professional Services"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Financial Services industry.
Education:
* BS in Finance and Entrepreneurship (Institution QS rank 200+)

Professional experience:
* Consultant for 2-3 years in the `Management, Strategy & Professional Services` industry (11-50 employees)
* Chief Research Officer for <2 years
* Founder for <2 years in the `Financial Services` industry
* Associate Consultant for <2 years in the `Management, Strategy & Professional Services` industry
"
b6a639d8-14b8-49c7-8bef-077bc2c2eae3,0,Biotechnology & Nanotechnology Research,,,,"[
  {
    ""role"": ""VP (Commercial Operations)"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Chemical & Pharmaceutical Manufacturing""
  }
]","This founder leads a startup in the Biotechnology & Nanotechnology Research industry.
Professional experience:
* VP (Commercial Operations) in the `Chemical & Pharmaceutical Manufacturing` industry (51-200 employees)
"
7b6a7b74-1000-4b68-b029-cddfc6a94882,0,IT Services & Digital Solutions,,,"[
  {
    ""degree"": """",
    ""field"": ""Mathematics and Physics and Engineering and Hotel Administration"",
    ""qs_ranking"": ""15""
  }
]","[
  {
    ""role"": ""VP"",
    ""company_size"": """",
    ""industry"": ""Real Estate & Leasing"",
    ""duration"": "">9""
  },
  {
    ""role"": ""Owner"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": "">9""
  },
  {
    ""role"": ""Co-Owner"",
    ""company_size"": """",
    ""industry"": ""Sports Teams & Leagues"",
    ""duration"": "">9""
  },
  {
    ""role"": ""Business Intermediary"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Financial Services"",
    ""duration"": "">9""
  },
  {
    ""role"": ""President, Owner"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Co-Owner, President"",
    ""company_size"": """",
    ""industry"": ""Food & Beverage Services & Retail"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""President"",
    ""company_size"": """",
    ""industry"": ""Food & Beverage Services & Retail"",
    ""duration"": ""4-5""
  }
]","This founder leads a startup in the IT Services & Digital Solutions industry.
Education:
* in Mathematics and Physics and Engineering and Hotel Administration (Institution QS rank 15)

Professional experience:
* VP for >9 years in the `Real Estate & Leasing` industry
* Owner for >9 years
* Co-Owner for >9 years in the `Sports Teams & Leagues` industry
* Business Intermediary for >9 years in the `Financial Services` industry (11-50 employees)
* President, Owner for 4-5 years
* Co-Owner, President for <2 years in the `Food & Beverage Services & Retail` industry
* President for 4-5 years in the `Food & Beverage Services & Retail` industry
"
23f7f6a4-0f43-46b7-b04a-d941ef6d45c3,0,Extractive Industries,[],[],"[
  {
    ""degree"": ""MBA"",
    ""field"": ""Business"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""Master"",
    ""field"": ""Petroleum Engineering"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""Bachelor"",
    ""field"": ""Reservoir Engineering"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""VP (New Product Development)"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""D&M High Volume Operations Manager"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Drilling Services Manager (North America Gulf Coast)"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Deep Water Project Manager"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Drilling Performance & Directional Drilling Engineer"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""DDX Supervisor, DD Coordinator, MLWD Coordinator"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""DDX & MLWD Engineer"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Technology, Information & Internet Platforms"",
    ""duration"": ""6-9""
  }
]","This founder leads a startup in the Extractive Industries industry.
Education:
* MBA in Business (Institution QS rank 200+)
* Master in Petroleum Engineering (Institution QS rank 200+)
* Bachelor in Reservoir Engineering (Institution QS rank 200+)

Professional experience:
* VP (New Product Development) for <2 years in the `Software Development` industry (51-200 employees)
* D&M High Volume Operations Manager for <2 years in the `Technology, Information & Internet Platforms` industry (10001+ employees)
* Drilling Services Manager (North America Gulf Coast) for 2-3 years in the `Technology, Information & Internet Platforms` industry (10001+ employees)
* Deep Water Project Manager for 2-3 years in the `Technology, Information & Internet Platforms` industry (10001+ employees)
* Drilling Performance & Directional Drilling Engineer for 4-5 years in the `Technology, Information & Internet Platforms` industry (10001+ employees)
* DDX Supervisor, DD Coordinator, MLWD Coordinator for 6-9 years in the `Technology, Information & Internet Platforms` industry (10001+ employees)
* DDX & MLWD Engineer for 6-9 years in the `Technology, Information & Internet Platforms` industry (10001+ employees)
"
d20c8f8c-6b21-4772-9241-570fb5a0d00f,0,Clinical & Diagnostic Healthcare,,,"[
  {
    ""degree"": ""Master"",
    ""field"": ""Biomedical Engineering"",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""MBA"",
    ""field"": """",
    ""qs_ranking"": ""200+""
  },
  {
    ""degree"": ""BS"",
    ""field"": ""Industrial Engineering"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""President"",
    ""company_size"": """",
    ""industry"": ""Real Estate & Leasing"",
    ""duration"": "">9""
  },
  {
    ""role"": ""Senior Sales Representative"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Medical Equipment Manufacturing"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Owner"",
    ""company_size"": """",
    ""industry"": ""Food & Beverage Services & Retail"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Professional Healthcare Representative"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Chemical & Pharmaceutical Manufacturing"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Co-Founder, CEO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Clinical & Diagnostic Healthcare industry.
Education:
* Master in Biomedical Engineering (Institution QS rank 200+)
* MBA (Institution QS rank 200+)
* BS in Industrial Engineering (Institution QS rank 200+)

Professional experience:
* President for >9 years in the `Real Estate & Leasing` industry
* Senior Sales Representative for 2-3 years in the `Medical Equipment Manufacturing` industry (10001+ employees)
* Owner for 4-5 years in the `Food & Beverage Services & Retail` industry
* Professional Healthcare Representative for 6-9 years in the `Chemical & Pharmaceutical Manufacturing` industry (10001+ employees)
* Co-Founder, CEO for <2 years
"
41fda2c0-28eb-4d77-bc63-d8c9fda9eaf6,0,"Technology, Information & Internet Platforms",,,"[
  {
    ""degree"": ""BBA"",
    ""field"": ""Finance and International Markets"",
    ""qs_ranking"": ""200+""
  }
]","[
  {
    ""role"": ""Founder, CEO"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Marketing, Advertising & Events"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Research), Portfolio Manager"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Financial Services"",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Portfolio Manager"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Technology, Information & Internet Platforms industry.
Education:
* BBA in Finance and International Markets (Institution QS rank 200+)

Professional experience:
* Founder, CEO for <2 years in the `Marketing, Advertising & Events` industry (11-50 employees)
* Founder for <2 years
* Director (Research), Portfolio Manager for 4-5 years in the `Financial Services` industry (11-50 employees)
* Portfolio Manager for 2-3 years
"
9ba9db78-ec4a-4463-9f2d-ac70636e46a7,0,Software Development,,,,"[
  {
    ""role"": ""VP (Technical Operations)"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Product Architect"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Developer Experience Lead"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Ruby Lead"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Support Engineer"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Software Development"",
    ""duration"": ""4-5""
  }
]","This founder leads a startup in the Software Development industry.
Professional experience:
* VP (Technical Operations) for <2 years in the `Software Development` industry (11-50 employees)
* Product Architect for <2 years in the `Software Development` industry (201-500 employees)
* Developer Experience Lead for 2-3 years in the `Software Development` industry (201-500 employees)
* Ruby Lead for 2-3 years in the `Software Development` industry (201-500 employees)
* Support Engineer for 4-5 years in the `Software Development` industry (201-500 employees)
"
eadc775f-a7cd-4629-9ed7-f7eafa7383f1,0,Biotechnology & Nanotechnology Research,[],[],"[
  {
    ""degree"": ""Postdoc"",
    ""field"": ""Health Sciences and Technology"",
    ""qs_ranking"": ""4""
  },
  {
    ""degree"": ""PhD"",
    ""field"": ""Medical Science"",
    ""qs_ranking"": ""54""
  },
  {
    ""degree"": ""BA"",
    ""field"": ""Biophysics"",
    ""qs_ranking"": ""12""
  }
]","[
  {
    ""role"": ""Senior Executive VP (Research), Co-Founder"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Chemical & Pharmaceutical Manufacturing"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Biotechnology & Nanotechnology Research industry.
Education:
* Postdoc in Health Sciences and Technology (Institution QS rank 4)
* PhD in Medical Science (Institution QS rank 54)
* BA in Biophysics (Institution QS rank 12)

Professional experience:
* Senior Executive VP (Research), Co-Founder for 2-3 years in the `Chemical & Pharmaceutical Manufacturing` industry (11-50 employees)
"
478ae16a-9793-4af2-bf09-c0ba21e4ca9f,0,Clinical & Diagnostic Healthcare,,,"[
  {
    ""degree"": ""BSA"",
    ""field"": ""Finance"",
    ""qs_ranking"": ""29""
  }
]","[
  {
    ""role"": ""Board Member"",
    ""company_size"": ""2-10 employees"",
    ""industry"": ""Non\u2011Profit, NGO & Associations"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Chairperson (Healthcare Advisory Committee)"",
    ""company_size"": ""1001-5000 employees"",
    ""industry"": ""Government Policy & Legal Services"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""CEO"",
    ""company_size"": """",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""6-9""
  },
  {
    ""role"": ""Chairman"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Co-Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""4-5""
  },
  {
    ""role"": ""Board Member"",
    ""company_size"": ""11-50 employees"",
    ""industry"": ""Networking & Cybersecurity Products"",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Founder, CEO"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": "">9""
  },
  {
    ""role"": ""Co-Founder, President"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Regional Account Executive"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""2-3""
  },
  {
    ""role"": ""Commercial Lending Analyst"",
    ""company_size"": """",
    ""industry"": ""Financial Services"",
    ""duration"": ""<2""
  }
]","This founder leads a startup in the Clinical & Diagnostic Healthcare industry.
Education:
* BSA in Finance (Institution QS rank 29)

Professional experience:
* Board Member for <2 years in the `Non‑Profit, NGO & Associations` industry (2-10 employees)
* Chairperson (Healthcare Advisory Committee) for <2 years in the `Government Policy & Legal Services` industry (1001-5000 employees)
* CEO for 6-9 years in the `IT Services & Digital Solutions` industry
* Chairman for 2-3 years
* Co-Founder for 4-5 years
* Board Member for 2-3 years in the `Networking & Cybersecurity Products` industry (11-50 employees)
* Founder, CEO for >9 years
* Co-Founder, President for 2-3 years
* Regional Account Executive for 2-3 years
* Commercial Lending Analyst for <2 years in the `Financial Services` industry
"
a0a5edb5-f8dd-43eb-b51e-c6a69f4840c5,0,"Non‑Profit, NGO & Associations",,,"[
  {
    ""degree"": """",
    ""field"": ""Electrical Engineering"",
    ""qs_ranking"": ""4""
  }
]","[
  {
    ""role"": ""Director"",
    ""company_size"": ""201-500 employees"",
    ""industry"": ""Venture Capital & Private Equity"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Co-Founder"",
    ""company_size"": """",
    ""industry"": """",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Director (Business Development)"",
    ""company_size"": ""51-200 employees"",
    ""industry"": ""IT Services & Digital Solutions"",
    ""duration"": ""<2""
  },
  {
    ""role"": ""Consultant"",
    ""company_size"": ""10001+ employees"",
    ""industry"": ""Management, Strategy & Professional Services"",
    ""duration"": ""2-3""
  }
]","This founder leads a startup in the Non‑Profit, NGO & Associations industry.
Education:
* in Electrical Engineering (Institution QS rank 4)

Professional experience:
* Director for <2 years in the `Venture Capital & Private Equity` industry (201-500 employees)
* Co-Founder for <2 years
* Director (Business Development) for <2 years in the `IT Services & Digital Solutions` industry (51-200 employees)
* Consultant for 2-3 years in the `Management, Strategy & Professional Services` industry (10001+ employees)
"
